0-1-2,1-2-3,2-3-4,5-6-7,6-7-8,9-10-11,10-11-12,13-14-15,14-15-16,17-18-19,18-19-20,8-0-20,12-0-20,4-0-16,16-0-20,label
2.5847211879033716,2.1971784068091584,2.5855648179837067,2.8876998037316617,3.060324664559202,2.7719776018809186,3.0689192669243384,2.870087749995052,3.0766671676223254,2.965155520531216,3.1145232361815514,0.3507165900877253,0.23813540678143436,0.6262381942033557,0.12788350957918193,Papel
2.348608611509944,2.0763869506879398,2.413615768645489,2.9369153728387833,3.0484045972291542,2.815805051755304,3.0365500902953806,2.900608157345205,3.0007558411710407,3.055595875580891,3.060444405894763,0.3412543333837204,0.22250424695749518,0.4773422378887293,0.13540673891650568,Papel
2.6360865451623092,2.2866073374508975,2.2287612328831523,2.9553639067691537,3.062178836587098,2.9861897845164562,3.0020100297266508,3.050636544153179,2.9870145068046905,3.01583036100945,3.08793513477471,0.3078893668082773,0.19498713370428902,0.5564979495424873,0.11646273464214968,Papel
2.3227106303879745,2.0605674303143204,2.477277121010116,2.928643920420756,3.097513534289532,2.7889296011063913,3.048679953478584,2.8564090477941355,3.031668454864724,2.9788462509412086,3.078045575467007,0.3263725936001858,0.21700684291135033,0.41034809236414266,0.11768144389197835,Papel
2.723143794108781,2.603109340060514,2.5716725983958955,2.8801138075526778,3.0956323612730032,2.8698610862178042,2.9652734423206915,3.0136336549682627,2.9922496271753793,3.0438552455850787,3.064029507075917,0.30229423022934204,0.17190924082301484,0.5815539951198097,0.09851756513042703,Papel
2.4736377836848558,2.0065201912248596,2.342750991910993,3.0250685616598956,3.07945143943151,2.983290782299847,2.9630498901795392,3.061610057361935,2.9265213491625146,3.007548492873961,3.0834497169105304,0.3136882532526727,0.1991516432118405,0.4477575535698404,0.12578553649137184,Papel
2.5714999943345633,2.4910140358694317,2.1773037025933792,2.9644583629586596,3.085247644114814,2.765822440970937,3.1022761360981295,2.953810146908855,2.959979187403775,2.8514456731939615,3.1028145485909593,0.3065968150022344,0.18518661960534083,0.6457839661434855,0.09833895541427227,Papel
2.5820985053301655,2.1904889966982286,2.193838635381306,2.9648909885355605,3.038417599385505,2.882756984082215,2.9432215055492477,3.01067743321542,2.9032739747390086,3.0022385748583282,3.056308426457167,0.32430201050043206,0.21024827082526007,0.5602527634426735,0.13857768410079485,Papel
2.6042676893551358,2.255146072432737,2.157045823903051,2.990422509609522,3.0555200840521812,3.049567418288592,3.01965329952653,3.1176112402677565,2.9895132003393274,3.0933998317967637,3.117329950450395,0.3193489139194104,0.19227885624733465,0.5671649256604525,0.11220570867836166,Papel
2.8880074809978504,2.6401221446029353,2.414165605192896,2.877775265809566,2.9210251289218108,2.4592677123375726,2.381645349602383,2.5245312926465524,2.808767137545957,2.72310059648066,2.8968814331748467,0.2965684936624628,0.15250811593253283,0.5926416410990666,0.06051259821556382,Papel
2.533978862413587,2.09631788243367,2.5086788214415368,3.0633007532122907,3.0907078264898606,3.088426330110573,3.0327381990535285,3.088894918423306,2.9907122710690617,2.9996103484090266,3.131072626132234,0.3091619190151404,0.20511292021590916,0.550607597711646,0.13049977291940582,Papel
2.5861906966109087,2.227400002571207,2.3464449888904757,2.9237848397746804,3.036556434784442,2.844682032478388,3.0549883098065447,2.96444419259894,3.0241990229758047,3.0419426529664357,3.1194713141203465,0.3010403027199392,0.1783980820789562,0.5010540740488415,0.11706892997666125,Papel
2.6141985673660577,2.2721211887898973,2.3624767745626865,2.909230352230172,3.0743537852563554,2.8044302198471716,3.090398092922667,2.9789793921122993,3.011750685350949,3.069375024573423,3.130055176684532,0.3226938350338929,0.1920526183523814,0.6403094838720289,0.11821529898417671,Papel
2.678331572522365,2.3748940485311274,2.020684605247188,2.9734607931296995,3.01821848100371,2.886705065524327,2.931196429727519,2.9564388780925173,2.9273724933263336,2.804591223383405,3.0824840561745845,0.31025562605808005,0.18637848561588705,0.718842253814161,0.10832301543242025,Papel
2.5426483779309645,2.109640320628171,2.5755491173626,2.977701549136926,3.064793064269298,2.8717392115875757,3.0462415885292877,3.0650946309080482,2.991339963160775,3.073563607653194,3.071135973351889,0.36037696674641434,0.19419556725230283,0.5803873610221676,0.09426300905283293,Papel
2.6297013033260868,2.3282153690343823,2.2040579306290065,2.8703111959966905,3.0362698818022738,2.8038263507730306,2.93146423662628,2.9163109390369226,2.985330818682262,2.957754850621596,3.0683160137802092,0.2624154033199224,0.1661328795858558,0.5435995381967573,0.10306647525986753,Papel
2.7639956938967707,2.6271919344194195,2.972102234127807,2.883918495348874,3.044366340216995,2.8312493992596446,3.0490529466871266,2.8741671615200617,2.9899074718261227,2.8448210183717824,3.0224016790173547,0.33659447200770665,0.19569116973440065,0.7448642279307192,0.08832623570951113,Papel
2.5166050147553847,2.080730582074167,2.4211739047620062,3.0907757111348917,3.0977697869429597,3.072917671958067,3.0650060981667546,3.115620823428488,2.9958259194102252,3.004727535879181,3.1187905953261725,0.28560049992669195,0.19805646432328006,0.5702839846741494,0.12840728451583042,Papel
2.5219739869827538,2.4663143296327816,2.311910382259753,2.9762492288225335,3.0770165219204224,2.7593077657483764,3.082436193838629,2.975545596863102,2.941319969467999,2.815297966389061,3.0836051960724435,0.31696605437580394,0.1868343317588306,0.6028094323716544,0.1065737879326619,Papel
2.619192969131542,2.3545786052839794,2.58541783994328,2.8999421602314337,3.0440006153822887,2.9015390580509726,2.9407476945990774,3.0601763526361347,3.0254723030803836,3.06427396312205,3.042029276129002,0.3532233513217293,0.2141251572638096,0.5279347425492549,0.11109552015933455,Papel
2.5824170499976487,2.2091350500831073,2.5906047998558868,2.96273309558548,3.1343132633403017,2.887100838475311,2.9925549156488667,3.013842820234581,2.95118661502036,3.104359500098359,3.110052119926647,0.3852568303898505,0.23720191703994495,0.5557105908120186,0.12517488414525965,Papel
2.481644535829845,2.155521809784572,2.6409683001726565,2.921939142133999,3.058604242027919,2.840371027935446,3.0617021632186887,3.0179019156856346,3.0034852456917602,3.129773199743939,3.045955670770798,0.41811783116112144,0.2305918640335371,0.6405250599048001,0.11451208659998723,Papel
2.62110889439817,2.174271810317477,2.2211130756861106,2.878919583244613,3.0523116947713267,2.7662978613535105,2.976469836536669,2.883027029922241,2.9719368414247307,2.8844488901790037,3.1229629794621503,0.31230410280309506,0.18412662455576276,0.5810499654815487,0.11818434720730674,Papel
2.4829523762099512,2.2021607660633427,2.6888953110693397,2.9616117012818393,3.0555705868581327,2.9406376890007833,3.060530721019759,2.99406807688858,3.0516489027316918,3.0287159482637747,3.0731336859439145,0.30712694430118637,0.18747568650650515,0.43184830256907053,0.11004534415069336,Papel
2.547278813914707,2.110140004383825,2.3535675577616924,3.077494182596907,3.100881817161758,3.1060590000932136,3.0190698299598653,3.125309737099879,2.9692991433372717,3.0310550130287486,3.093319440896874,0.30873308167373364,0.18558024998111988,0.610763966517352,0.11828032765913682,Papel
2.6868097796675885,2.5651559468845675,2.255924372917305,2.9487917977493665,3.0904671313995444,2.871563086777621,3.02564373182102,2.9330751283744627,3.031124192585014,2.8881856225350115,3.0379843220007694,0.34693813980708066,0.17207783973303692,0.7711259458225719,0.10609963902473536,Papel
2.711350297089185,2.379325582296614,2.6280164719715278,2.87103868811057,3.0643729707085496,2.6936026777640714,3.1157010820946245,2.7874222519875125,3.0386874274861433,2.809696300018116,3.0391655182467465,0.319804928724345,0.1914851981076491,0.6687169085295678,0.10034283448087955,Papel
2.462829348582659,2.0971435987209137,2.7102980648749466,3.0203546098641163,3.0440050057675005,3.0649109173629276,3.1207282684445614,3.095843241330215,3.104389740300969,3.0568530222957575,3.0980215673617595,0.43228541396266507,0.24275983790717467,0.49821754588599704,0.11729152792865301,Papel
2.578312762345883,2.108022691550322,2.4445329414743155,3.1109498801043363,3.0408497591355452,3.019882062369744,3.1033501725509494,3.0432720270202673,3.020697378080651,3.061683864515355,3.0647857997060597,0.3338696957200885,0.17657887325130905,0.6902103793921546,0.10696076897988785,Papel
2.6597165637219797,2.406877785761743,2.137063178887219,3.0220149320033123,3.0606320719399904,2.9536954969598996,2.949354956710113,3.0219696296233938,2.9433108991377726,2.8789493305367198,3.117619187285075,0.30501826850850033,0.18043259886709953,0.6593916914991387,0.1054615549413577,Papel
2.5737447260411352,2.3705469255606153,2.585616961865291,2.9493553224896583,3.0711393122877606,2.8273975868693655,3.0797457841946003,2.886286764314552,3.1072324243644402,2.9341482542832793,3.0644938004163373,0.3007906226001276,0.20776372791539177,0.6027204501454392,0.12488078410172115,Papel
2.9591883796222924,2.5368070497851125,2.2950138137926506,2.9768976246603844,2.94028835708261,3.063507514772877,2.80992543128988,2.9250622683268963,2.868532815602015,2.8478971348263507,3.0712082558163916,0.3027269211518896,0.17745701870906222,0.7164274333760031,0.08909069230404085,Papel
2.509051438530333,2.100481621733762,2.341752714264723,3.1006922016628193,3.064584133200008,3.027667019856943,3.110262630752323,2.975531834463825,3.0129009797856634,3.084026164150182,3.0806251813685455,0.2879649749606419,0.19864207558217242,0.6906858191879269,0.13297517652228108,Papel
2.7501926955199547,2.4898102669959687,2.752833322551305,2.924838416498369,3.1050524632434326,2.80493199736219,3.1258768078705645,2.903538339881989,3.066280292759269,2.8603711575758006,3.0385695511263826,0.3415877647877995,0.19893311854040469,0.6860576938743166,0.10840913054983965,Papel
2.4632139419840504,2.0654617687357324,2.4689614665459643,3.116452603375819,3.0695065903194196,3.094244855722914,3.0820590859670505,3.0739849222535094,3.04731880720866,3.0602917869819173,3.093662032093068,0.3053950876840704,0.20068045839857526,0.5001572490752694,0.12860776046310549,Papel
2.6110153931097395,2.243433217987686,2.496555468799641,2.99418139158581,3.051903801684964,2.9966510264788138,3.117120498747956,3.035089905527251,3.0890178582927286,3.013518371168936,3.0385106837552036,0.2862301802102756,0.18653607009422482,0.4730494126563652,0.11968479059472172,Papel
2.44506537979874,2.0679927173527632,2.3882720623622387,3.0796786055297876,3.057424709234976,3.1032270951110372,3.067483997589919,3.056083952676978,3.054714398114595,2.994019722005124,3.0781898176160327,0.31284212258504657,0.23778364138566888,0.5292824822208125,0.1471061577235309,Papel
2.6687429249619194,2.3210829269730002,2.1723892129947098,2.9599913111132747,3.0624127828403864,2.951718873296587,2.9423871600577507,3.0457264194493567,2.946249909894269,3.0345945419530174,3.0489010892905166,0.28542639608585146,0.18521508476929674,0.5576042739478139,0.12496790667321048,Papel
2.7027086274341157,2.551926855493736,2.230186217254448,2.963064578831543,3.0351031732035394,2.947000283098564,3.0092086648961103,3.053248896418741,2.993025369241066,2.969655682362655,3.083656582048332,0.30137228039659064,0.2176677504988815,0.6867988914327895,0.146927410572505,Papel
2.3840247556197753,2.0511046062038845,2.355317775687763,3.000953340315702,3.064155948147321,2.940451059131885,2.935539910846412,3.0007428962992124,2.8921650241860677,3.010428803241401,3.0185162510142654,0.3305820223142377,0.2060923076589645,0.40451630171874975,0.11505637530259805,Papel
